vidId,frameNum,timestamp,detectedObjId,detectedObjClass,confidence,bbox info,vector,img name
1,5,0:01:59.880121,0,person,0.8937142491340637,[  6 432 332 715],"[   0.          0.          0.         92.430664    0.          0.
    0.          0.          0.          0.          0.          0.
    0.        613.9404      0.          0.        207.85648   468.78992
    0.          0.          0.          0.          0.          0.
 1078.6085      0.          0.        804.09204     0.          0.
  308.2656      0.          0.        636.39734     0.         43.482456
    0.          0.          0.          0.          0.          0.
    0.          0.          0.        184.63881     0.          0.
    0.          0.          0.          0.          0.        174.40656
  575.01794     0.          0.          0.          0.        339.7552
    0.        430.455    1280.3176      0.          0.          0.
    0.          0.          0.        503.03656     0.          0.
    0.          0.          0.          0.        282.2769    227.7699
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.        732.23883
  443.21356   556.5157      0.          0.        127.86646    39.691666
    0.          0.        708.3342    208.89034   110.09291     0.
    0.          0.        168.92801     0.        207.23833     0.
  244.47325     0.          0.        397.64703     0.          0.
    0.          0.          0.          0.        395.09125   393.87418
  610.1252      0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.          0.
   17.21966   155.18929   505.21118   582.2441    341.31787   132.82033
  273.12866     0.          0.          0.          0.          0.
    0.        224.6208      0.          0.          0.          0.
    0.          0.          0.          0.        137.3043      0.
    0.          0.        210.15027     0.          0.        401.60062
    0.          0.        513.6482      0.        154.86261   108.74872
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.        105.790665   90.966774
  310.91852     0.          0.          0.        532.19495   158.85239
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.        712.80035     0.
    0.          0.        322.0331      0.        478.4584      0.
  928.39856     0.          0.          0.          0.          0.
    0.          0.          0.          0.        692.24133     0.
    0.          0.          0.          0.         21.10325     0.
    0.          0.      ]",video2_frame0005_obj00.png
1,5,0:01:59.880121,0,person,0.8743933439254761,[469 531 590 717],"[   0.          0.          0.         21.764835    0.          0.
    0.          0.          0.          0.        641.34906     0.
    0.        810.3657      0.          0.          0.         88.14916
    0.        220.58615     0.          0.          0.          0.
  417.54376    79.29923     0.        712.0135      0.          0.
  568.27124     0.          0.        301.5566      0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.        378.26532
  472.03598     0.          0.          0.          0.        335.83893
  357.90662   283.06668     0.          0.          0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.         85.72876   251.99687
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.        524.93225
  689.22925   490.2536      0.          0.          0.        149.97786
    0.          0.        756.2768    194.26555   768.96        0.
    0.        272.10617   756.17017     0.        711.6583      0.
  694.7124      0.          0.        507.7511      0.          0.
    0.          0.          0.          0.       1083.1428    277.871
    0.          0.          0.          0.          0.        555.2869
    0.          0.          0.          0.          0.          0.
    0.        736.6899    304.60187   102.50538   432.3451    761.4158
  392.61298   443.48087     0.        326.62646     0.          0.
    0.         51.730022    0.          0.          0.        527.3644
    0.          0.          0.          0.        809.6103      0.
    0.          0.        402.5962      0.          0.          0.
    0.          0.       1010.01776     0.        546.5396    653.2245
    0.          0.          0.        312.7823      0.          0.
    0.          0.          0.          0.        315.10922   487.1216
  397.5322      0.          0.          0.        344.91406     0.
    0.          0.          0.          0.          0.        557.4662
    0.          0.          0.          0.       1030.3055      0.
    0.        683.87384   855.04565     0.       1073.0693      0.
  882.0949      0.          0.          0.          0.          0.
    0.          0.          0.          0.        349.6163      0.
    0.          0.          0.          0.        322.9681      0.
    0.          0.      ]",video2_frame0005_obj01.png
1,5,0:01:59.880121,0,person,0.8254399299621582,[698 548 850 717],"[   0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.          0.
    0.        992.59735     0.          0.          0.        499.37683
    0.         77.13384     0.          0.          0.          0.
  816.8821      0.          0.        758.9441      0.          0.
  483.28458     0.          0.        917.7194      0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.        402.2954
  136.56227   392.52582     7.733485    0.          0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.        580.85486
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.        595.71716
    0.         50.288643    0.          0.          0.        668.42267
    0.          0.        183.98514   170.61925   358.3989      0.
    0.         51.82313   950.9232      0.          0.          0.
  271.41214     0.          0.        337.4985      0.          0.
    0.          0.          0.          0.        788.5943    744.20435
    0.          0.          0.          0.          0.        642.31934
    0.          0.          0.         71.1926      0.          0.
    0.       1111.9648    503.97284   123.15063   683.84393   702.1472
  787.86176   352.00787     0.        464.75043     0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.        583.1602      0.
    0.          0.         54.80704     0.          0.          0.
    0.          0.       1088.6978      0.        548.56696   188.22505
    0.          0.          0.        339.983       0.          0.
    0.          0.          0.          0.          0.        167.51361
  141.7909      0.          0.          0.        319.96088     0.
    0.          0.          0.          0.          0.        177.49771
    0.          0.          0.          0.       1297.111       0.
    0.        319.94766   255.91809     0.        888.1466      0.
  363.90784     0.          0.          0.          0.          0.
    0.          0.          0.          0.        479.84433     0.
    0.          0.          0.          0.        290.4829      0.
    0.          0.      ]",video2_frame0005_obj02.png
1,5,0:01:59.880121,0,person,0.8182172179222107,[1189  558 1218  629],"[   0.          0.          0.        242.15001     0.          0.
    0.          0.          0.          0.        176.61005     0.
    0.        579.273       0.          0.          0.        342.38412
    0.        238.32347     0.          0.          0.          0.
  308.82202   219.15549     0.        641.09656     0.          0.
  268.71063     0.          0.       1091.5604      0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.        692.4243
  257.04724     0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.        548.1229
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.        532.9574
   24.318815  204.19908     0.          0.         50.99784   304.591
    0.          0.        232.95978     0.        322.5958      0.
    0.        178.08987   327.71625     0.        132.74608     0.
  201.31876     0.          0.          0.          0.          0.
    0.          0.          0.          0.        711.9764    637.1269
    0.          0.          0.          0.          0.        677.9602
    0.          0.          0.          0.          0.          0.
    0.        324.15942   275.338     204.27548   237.43265   689.6032
  431.22803     0.          0.         85.73495     0.          0.
    0.          0.          0.          0.          0.        350.52615
    0.          0.          0.          0.        281.26685     0.
    0.          0.         98.27343     0.          0.          0.
    0.          0.        664.269       0.          0.          0.
    0.          0.          0.        246.25928     0.          0.
    0.          0.          0.          0.        358.16037     9.245045
  252.57735     0.          0.          0.        462.73486     0.
    0.          0.          0.          0.          0.        310.93234
    0.          0.          0.          0.        627.2179      0.
    0.        125.18244     0.          0.        622.6961      0.
  321.73505     0.          0.          0.          0.          0.
    0.          0.          0.          0.        441.3135      0.
    0.          0.          0.          0.        637.85706     0.
    0.          0.      ]",video2_frame0005_obj03.png
1,5,0:01:59.880121,0,person,0.7870112657546997,[831 509 929 660],"[   0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.        470.89713     0.
    0.        924.4846      0.          0.          0.          9.581023
    0.        299.1403      0.          0.         53.53482     0.
  211.63745     0.          0.        906.8225      0.          0.
  563.06415     0.          0.       1128.0135      0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.        339.60104     0.          0.
    0.          0.          0.          0.          0.          0.
   15.244588    0.          0.          0.          0.        642.5154
  492.81778     0.        749.4956      0.          0.          0.
    0.          0.          0.          0.          0.          0.
    0.         37.902317    0.          0.          0.        919.5813
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.        838.9164
    0.         76.859985    0.          0.          0.        323.8463
    0.          0.         41.875076   49.174843  156.67726     0.
    0.        314.41245   239.0339      0.        218.55032     0.
  145.60675     0.          0.          0.          0.          0.
    0.          0.          0.          0.        912.83655  1029.8478
    0.          0.          0.          0.          0.        443.36588
    0.          0.          0.       1309.808       0.          0.
    0.        892.9328    802.2195      0.          0.        371.94528
  688.27216     0.          0.         85.28087     0.          0.
    0.          0.          0.          0.          0.        664.12427
    0.          0.          0.          0.        424.75024     0.
    0.          0.          0.          0.          0.          0.
    0.          0.        759.744       0.        511.89432   433.39172
    0.          0.          0.         64.6815      0.          0.
    0.          0.          0.          0.          0.        179.53358
  618.12994     0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.        410.5213
    0.          0.          0.          0.        688.905       0.
    0.        276.87134   483.3593      0.        444.92865     0.
  921.2044      0.          0.          0.          0.          0.
    0.          0.          0.          0.        138.3899      0.
    0.          0.          0.          0.        532.10547     0.
    0.          0.      ]",video2_frame0005_obj04.png
1,5,0:01:59.880121,0,person,0.7437925338745117,[ 815  385 1245  720],"[   0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.        161.14874     0.
    0.        683.1188      0.          0.          0.        605.6733
    0.          0.          0.          0.          0.          0.
 1333.0267      0.          0.        552.1813      0.          0.
  659.7324      0.          0.       1124.4712      0.        150.51637
    0.          0.          0.          0.          0.          0.
    0.        238.2524      0.        418.93268     0.          0.
    0.          0.          0.          0.          0.          0.
  493.01544     0.          0.          0.          0.          0.
    0.        644.76697  1483.6263      0.          0.          0.
    0.          0.          0.        813.37946     0.          0.
    0.          0.          0.          0.          0.        680.2639
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.        809.0807
  512.0686    877.7668      0.          0.          0.        365.0344
    0.          0.        372.71713    35.340885   43.125866    0.
    0.          0.        231.98386     0.          0.          0.
    0.          0.          0.        524.8761      0.          0.
    0.          0.          0.          0.        340.93637   906.45703
  796.05664     0.          0.          0.          0.        769.9664
    0.          0.          0.       1895.0869      0.          0.
    0.        345.8395    595.7197      0.        677.7298    791.687
  869.2174    156.84526     0.          0.          0.          0.
    0.          0.          0.          0.          0.        816.42523
    0.          0.          0.          0.         42.187294    0.
    0.          0.        195.14699     0.          0.          0.
    0.          0.        102.883194    0.        657.47394   414.60358
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.        121.47306   117.659966
  442.67194     0.          0.          0.        331.6754      0.
    0.          0.          0.          0.          0.        283.1185
    0.          0.          0.          0.        969.55774     0.
    0.        438.29886   518.09766     0.        306.06842     0.
  902.4343      0.          0.          0.          0.          0.
    0.          0.          0.          0.        127.56964     0.
    0.          0.          0.          0.        631.0152      0.
    0.          0.      ]",video2_frame0005_obj05.png
1,5,0:01:59.880121,0,person,0.7350370287895203,[1245  547 1280  718],"[   0.          0.          0.        948.9853      0.          0.
    0.          0.          0.          0.        810.0803      0.
    0.        326.55765     0.          0.          0.        220.76192
    0.        496.62418     0.          0.          0.          0.
  306.40305   409.15485     0.        432.64667     0.          0.
   87.15705     0.          0.        512.52344     0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.       1005.85394
  758.6516      0.          0.          0.          0.        242.92122
  437.29025   338.2348      0.          0.          0.          0.
    0.          0.          0.        197.53009     0.          0.
    0.          0.          0.          0.        346.99692     0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.        348.90656
  810.5643    708.26276     0.          0.        820.2375      0.
    0.          0.        764.94745     0.        682.20526     0.
    0.          0.          0.          0.        655.865     439.17624
  501.09872     0.          0.          0.          0.          0.
    0.          0.          0.          0.        276.80905   293.8328
  294.12732     0.          0.          0.          0.        597.4932
    0.          0.          0.          0.          0.          0.
  188.34766     8.570179    0.        741.57367     0.        407.10324
    0.          0.          0.          0.          0.          0.
    0.        352.41937     0.          0.          0.        378.8158
    0.          0.          0.          0.        600.3639      0.
    0.          0.       1063.687       0.          0.          0.
    0.          0.        578.68396     0.          0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.       1182.511     434.62106
  219.8365      0.          0.          0.        560.0222      0.
    0.          0.          0.          0.          0.        574.40063
    0.          0.          0.          0.        262.16068     0.
    0.        234.97406   717.9733      0.        335.13095     0.
   42.454994    0.          0.          0.          0.          0.
    0.          0.          0.          0.        511.4465      0.
    0.          0.          0.          0.        486.84335     0.
    0.          0.      ]",video2_frame0005_obj06.png
1,5,0:01:59.880121,0,person,0.5687282681465149,[729 547 771 641],"[   0.           0.           0.         552.3475       0.
    0.           0.           0.           0.           0.
  416.61475      0.           0.         270.6634       0.
    0.           0.         466.8022       0.         208.93379
    0.           0.           0.           0.         228.54576
  190.62604      0.         809.60364      0.           0.
  524.74945      0.           0.         780.4977       0.
    0.           0.           0.           0.           0.
    0.           0.           0.           0.           0.
    0.           0.           0.           0.           0.
    0.           0.           0.         361.95435    251.07109
    0.           0.           0.           0.         776.1061
  320.1362     498.46423      0.           0.           0.
    0.           0.           0.           0.           0.
    0.           0.           0.           0.           0.
    0.           0.          15.091644     0.           0.
    0.           0.           0.           0.           0.
    0.           0.           0.           0.           0.
  660.62756    294.8667       0.           0.         273.50345
    0.           0.           0.         926.0718       0.
 1052.4926       0.           0.         454.79355    284.12158
    0.         837.55676      0.         625.1534       0.
    0.         361.62262      0.           0.           0.
    0.           0.           0.         575.5945     320.49612
  118.31986      0.           0.           0.           0.
  688.7806       0.           0.           0.           0.
    0.           0.           0.           1.9256207    0.
  258.2335      31.564692   900.6271     674.39453      0.
    0.          74.516914     0.           0.           0.
    0.           0.           0.           0.          95.354866
    0.           0.           0.           0.         732.4543
    0.           0.           0.         294.89         0.
    0.          27.695576     0.           0.         589.9522
    0.           0.         141.10313      0.           0.
    0.         278.11423      0.           0.           0.
    0.           0.           0.         741.27344    443.37097
  267.9473       0.           0.           0.         753.16174
    0.           0.           0.           0.           0.
    0.         776.1289       0.           0.           0.
    0.         516.67163      0.           0.         284.78818
   67.55836      0.         716.99054      0.           0.
    0.           0.           0.           0.           0.
    0.           0.           0.           0.           0.
    0.           0.           0.           0.           0.
  236.57346      0.           0.           0.       ]",video2_frame0005_obj07.png
1,5,0:01:59.880121,26,handbag,0.5247043371200562,[732 639 778 720],"[   0.         0.         0.       483.69537    0.         0.
    0.         0.         0.         0.       204.93224    0.
    0.       680.9087     0.         0.         0.       924.8213
    0.       152.84828    0.         0.         0.         0.
  158.30533    0.         0.         0.         0.         0.
  544.60803    0.         0.       111.69156    0.         0.
    0.         0.         0.         0.         0.         0.
    0.         0.         0.       133.60107    0.         0.
    0.         0.         0.         0.         0.       415.1392
  157.21358    0.         0.         0.         0.       312.80695
  496.65604  592.95514    0.         0.         0.         0.
    0.         0.         0.       347.60825    0.         0.
    0.         0.         0.         0.        76.56165    0.
    0.         0.         0.         0.         0.         0.
    0.         0.         0.         0.         0.       695.34644
  451.16644  868.3879     0.         0.       364.9375   870.8007
    0.         0.       427.5534   352.35      73.14536    0.
    0.       127.68723  656.5222     0.         0.         0.
  342.9034     0.         0.       281.7616     0.         0.
    0.         0.         0.         0.       183.2432   484.76596
  518.3888     0.         0.         0.         0.       746.1588
    0.         0.         0.         0.         0.         0.
  134.89096  387.61746   48.59022    0.       336.78156 1248.8666
    0.         0.         0.       402.21246    0.         0.
    0.       327.04602    0.         0.         0.       655.9865
    0.         0.         0.         0.       243.79108    0.
    0.         0.       217.26067    0.         0.       263.4323
    0.         0.      1485.9374     0.       608.2318   243.88167
    0.         0.         0.       564.18726    0.         0.
    0.         0.         0.         0.       602.0681   318.99307
  273.05133    0.         0.         0.       893.351      0.
    0.         0.         0.         0.         0.       432.84692
    0.         0.         0.         0.      1014.54236    0.
    0.       649.36945  307.0204     0.       931.242      0.
   84.13209    0.         0.         0.         0.         0.
    0.         0.         0.         0.       758.497      0.
    0.         0.         0.         0.         0.         0.
    0.         0.     ]",video2_frame0005_obj08.png
1,5,0:01:59.880121,26,handbag,0.2818146347999573,[474 629 568 719],"[   0.          0.          0.        521.80426     0.          0.
    0.          0.          0.          0.        187.30211     0.
    0.        574.8755      0.          0.          0.        340.55124
    0.        337.8727      0.          0.          0.          0.
  392.81177   360.21725     0.        366.02008     0.          0.
  242.46298     0.          0.        275.15952     0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.        488.68253     0.          0.
    0.          0.          0.          0.          0.        341.21558
  418.51538     0.          0.          0.          0.        441.0559
  625.89825   491.47937     0.          0.          0.          0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.        456.75998     0.
    0.          0.          0.          0.          0.          0.
    0.          0.          0.          0.          0.        539.1157
  527.2346    389.28287     0.          0.         70.59486   282.30856
    0.          0.        853.7008     78.81411   364.86215     0.
    0.        248.38135   598.61426     0.        122.35351     0.
  322.40033     0.          0.        467.23843     0.          0.
    0.          0.          0.          0.        548.8088    448.5731
  407.65604     0.          0.          0.          0.        410.20435
    0.          0.          0.          0.          0.          0.
    0.        306.32132     0.        748.9131    501.39847   690.55444
    0.          9.967851    0.        165.6981      0.          0.
    0.        182.2983      0.          0.          0.        350.68628
    0.          0.          0.          0.        339.965       0.
    0.          0.        526.8218      0.          0.        131.8423
    0.          0.       1348.1515      0.        197.33397   353.82358
    0.          0.          0.        548.9452      0.          0.
    0.          0.          0.          0.        624.83496    36.266396
  239.71367     0.          0.          0.        708.6481      0.
    0.          0.          0.          0.          0.        267.34488
    0.          0.          0.          0.       1287.1422      0.
    0.        354.45547   355.2205      0.       1167.95        0.
  203.62761     0.          0.          0.          0.          0.
    0.          0.          0.          0.        881.38556     0.
    0.          0.          0.          0.        729.6959      0.
    0.          0.      ]",video2_frame0005_obj09.png
